"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9679506","R-HSA-9679506","SARS-CoV Infections","103/1871","415/11287",0.248192771084337,1.49724842716671,4.60062077655491,8.09609683504136e-06,0.000131032739104166,0.000131032739104166,"9112/7422/23186/4088/81929/54956/1173/6210/81631/476/207/163/6201/7529/57459/3066/7841/861/3320/23479/6093/3105/5479/114548/6204/9219/5928/208/23225/50628/100526767/7531/5478/695/4869/9818/1901/7534/1915/5045/10484/6218/253832/64398/8829/51742/3456/6667/6187/1603/3654/51128/51652/23367/27072/9883/5781/5978/4089/6222/2908/10971/1175/3551/2033/79023/598/53371/8086/6772/3614/348995/6628/3326/6188/3178/10146/2288/7311/9908/5903/79668/3570/2339/6634/6192/57506/53615/1108/6203/8021/6227/22863/23118/7097/203068/5170/3107/2885/3838/857/30011/3135",103
"R-HSA-9839394","R-HSA-9839394","TGFBR3 expression","14/1871","25/11287",0.56,3.378257616248,5.306337033503,8.13254239219595e-06,0.000131032739104166,0.000131032739104166,"27327/4088/23112/6667/6925/4089/192669/2033/3070/6256/27161/26523/4613/7049",14
"R-HSA-9758941","R-HSA-9758941","Gastrulation","38/1871","115/11287",0.330434782608696,1.99338182325192,4.77280133549804,1.06178038438927e-05,0.000169491609508065,0.000169491609508065,"4088/25925/5693/5704/6934/999/5714/3516/130497/7849/5077/8850/5717/51592/4851/6615/83881/344022/2648/5076/4089/5688/51176/5707/2033/2296/5705/4602/79923/5460/8463/7852/1749/11047/5684/9861/4087/6657",38
"R-HSA-9764560","R-HSA-9764560","Regulation of CDH1 Gene Transcription","35/1871","103/11287",0.339805825242718,2.04991360209223,4.77141605095146,1.17767238687066e-05,0.000186266715134405,0.000186266715134405,"2146/7291/387893/3066/55810/333932/5315/5928/8357/9314/60436/3021/8338/7764/6615/7088/6667/23512/7750/8289/348262/8351/5594/85236/8331/5595/8358/554313/3017/94234/8337/8370/6935/8349/8343",35
"R-HSA-9976102","R-HSA-9976102","Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells)","28/1871","75/11287",0.373333333333333,2.25217174416533,4.8498318181518,1.18878501899254e-05,0.000186315033885739,0.000186315033885739,"9112/8841/6304/4297/57459/3066/51621/3516/9219/5928/5452/57332/8850/9759/4851/23466/2648/2113/5929/2033/4094/10014/7528/6777/53615/6778/1108/79885",28
"R-HSA-9700206","R-HSA-9700206","Signaling by ALK in cancer","32/1871","91/11287",0.351648351648352,2.12135486106625,4.78746942213774,1.2427223550106e-05,0.000190230319769133,0.000190230319769133,"7291/1026/4478/8878/4204/57674/4869/1786/7157/10818/5296/4193/5599/6774/5295/22872/192669/4170/5594/9648/6772/3667/4627/7311/5903/10342/27161/26523/5595/7170/1051/2885",32
"R-HSA-9725370","R-HSA-9725370","Signaling by ALK fusions and activated point mutants","32/1871","91/11287",0.351648351648352,2.12135486106625,4.78746942213774,1.2427223550106e-05,0.000190230319769133,0.000190230319769133,"7291/1026/4478/8878/4204/57674/4869/1786/7157/10818/5296/4193/5599/6774/5295/22872/192669/4170/5594/9648/6772/3667/4627/7311/5903/10342/27161/26523/5595/7170/1051/2885",32
"R-HSA-168255","R-HSA-168255","Influenza Infection","46/1871","150/11287",0.306666666666667,1.84999821842152,4.67146637259728,1.24686926530812e-05,0.000190230319769133,0.000190230319769133,"81929/6210/6157/6134/6201/3320/6204/23225/6146/6136/811/5432/9818/2926/6142/6218/7040/5441/7514/6154/6187/5901/6147/9883/3840/6222/79023/53371/293/8086/348995/6132/6188/6124/6133/7311/5903/6122/2962/6192/6203/8021/6227/6176/142/3838",46
"R-HSA-9843743","R-HSA-9843743","Transcriptional regulation of brown and beige adipocyte differentiation","15/1871","29/11287",0.517241379310345,3.12031183766748,5.0961453540022,1.40352128080064e-05,0.000210406146791331,0.000210406146791331,"9112/4086/57459/3066/63976/9219/5928/133522/4089/5465/6256/23090/3192/53615/1108",15
"R-HSA-9844594","R-HSA-9844594","Transcriptional regulation of brown and beige adipocyte differentiation by EBF2","15/1871","29/11287",0.517241379310345,3.12031183766748,5.0961453540022,1.40352128080064e-05,0.000210406146791331,0.000210406146791331,"9112/4086/57459/3066/63976/9219/5928/133522/4089/5465/6256/23090/3192/53615/1108",15
"R-HSA-389948","R-HSA-389948","Co-inhibition by PD-1","60/1871","214/11287",0.280373831775701,1.69138398677303,4.55163307999758,1.51285287144951e-05,0.000224841237101634,0.000224841237101634,"27327/25937/2146/4297/91445/5693/5704/79139/6934/4609/5714/333932/4791/5928/8357/23112/5717/6400/3021/8338/8945/2034/3091/1603/23512/5781/6774/5929/5688/51176/8351/5707/192669/2033/8405/85236/6772/5705/7311/8331/1019/27161/26523/8463/5562/595/11047/5684/8358/554313/3017/1457/8337/4613/9861/8370/142678/8349/3659/8343",60
"R-HSA-9839373","R-HSA-9839373","Signaling by TGFBR3","20/1871","46/11287",0.434782608695652,2.62287082006832,4.91625142444665,1.55206401890646e-05,0.000228697296461089,0.000228697296461089,"27327/4088/4323/23112/7040/6667/51107/6925/4089/192669/2033/3070/6256/27161/26523/409/7048/7042/4613/7049",20
"R-HSA-9013404","R-HSA-9013404","RAC2 GTPase cycle","31/1871","88/11287",0.352272727272727,2.1251214712599,4.72307474086727,1.62341137652884e-05,0.000237183153655569,0.000237183153655569,"23580/998/29127/3930/10451/10298/9341/10163/396/23344/7037/1795/51347/8503/392/5296/26050/9743/5295/1969/5880/5062/23075/10152/9815/23191/4983/2909/7410/857/5058",31
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","62/1871","224/11287",0.276785714285714,1.66973829884706,4.51301086894324,1.70109707282766e-05,0.000246444651559234,0.000246444651559234,"6603/27327/122809/4297/1022/5693/5704/861/5714/333932/8357/23112/57332/57678/8850/5717/2623/894/3021/8338/28996/6595/25/2099/865/1021/23466/5781/8289/5929/5688/8351/5707/161882/192669/2033/85236/7057/100506658/5705/5371/7311/4602/8331/27161/26523/595/25942/11047/5684/9757/8358/554313/3017/1457/9021/8337/9861/8370/50943/8349/8343",62
"R-HSA-8943724","R-HSA-8943724","Regulation of PTEN gene transcription","24/1871","61/11287",0.39344262295082,2.37348310275035,4.79456721362437,1.77961445958574e-05,0.000255671277360484,0.000255671277360484,"9112/8841/23186/2146/57459/3066/1822/9219/5928/57332/6615/7157/23466/23512/5978/5594/10014/2475/5595/58528/1386/64121/53615/1108",24
"R-HSA-1433557","R-HSA-1433557","Signaling by SCF-KIT","19/1871","43/11287",0.441860465116279,2.6655687171392,4.87764351384427,1.90893391580395e-05,0.000271983642218678,0.000271983642218678,"867/3845/4893/8503/4318/7525/1111/5296/5578/2887/4254/5781/6774/5295/8651/6772/6777/2885/3815",19
"R-HSA-9735871","R-HSA-9735871","SARS-CoV-1 targets host intracellular signalling and regulatory pathways","10/1871","15/11287",0.666666666666667,4.02173525743809,5.22005697519355,2.05071108483448e-05,0.000289789009037266,0.000289789009037266,"4088/7529/7531/7534/6667/4089/10971/2033/5170/857",10
"R-HSA-68949","R-HSA-68949","Orc1 removal from chromatin","23/1871","58/11287",0.396551724137931,2.39223907554507,4.73839178256002,2.27981818236901e-05,0.000316968269871304,0.000316968269871304,"4175/4173/5693/4171/5704/5000/5714/5717/23594/990/5688/5707/81620/890/4174/5705/7311/4172/4176/11047/5684/84515/9861",23
"R-HSA-9013406","R-HSA-9013406","RHOQ GTPase cycle","23/1871","58/11287",0.396551724137931,2.39223907554507,4.73839178256002,2.27981818236901e-05,0.000316968269871304,0.000316968269871304,"23580/998/10298/115703/9341/7037/394/392/9497/9743/23433/5062/23513/6510/9815/4983/54438/2909/1080/23380/857/8976/5058",23
"R-HSA-6804758","R-HSA-6804758","Regulation of TP53 Activity through Acetylation","15/1871","30/11287",0.5,3.01630144307857,4.92922278218061,2.37817386916044e-05,0.000327997740034608,0.000327997740034608,"7994/207/5608/57459/3066/9219/5928/208/5305/7157/2033/5371/53615/1108/79837",15
"R-HSA-68867","R-HSA-68867","Assembly of the pre-replicative complex","41/1871","132/11287",0.310606060606061,1.87376301767002,4.501108991038,2.60324501100618e-05,0.000356190031664655,0.000356190031664655,"4175/4173/5693/4171/5704/5000/5714/333932/64682/8357/11065/27338/5717/3021/8338/23594/51053/990/5688/8351/5707/81620/85236/4174/23633/5705/7311/8331/4172/4176/11047/5684/84515/8358/554313/3017/8337/9861/8370/8349/8343",41
"R-HSA-9013423","R-HSA-9013423","RAC3 GTPase cycle","32/1871","94/11287",0.340425531914894,2.05365204635137,4.57258283457354,2.63974531222565e-05,0.000358340229785592,0.000358340229785592,"2889/998/29127/3930/182/10298/9341/10163/23344/7037/394/51347/392/5296/26050/9743/5295/1969/5062/23075/4952/10152/6510/9815/23191/4983/116984/2909/23380/7410/857/5058",32
"R-HSA-982772","R-HSA-982772","Growth hormone receptor signaling","13/1871","24/11287",0.541666666666667,3.26765989666845,4.95712865211196,2.79260899009599e-05,0.000376129523353554,0.000376129523353554,"5770/8660/8835/6774/8651/5594/6772/3667/6777/5595/25970/6868/9021",13
"R-HSA-9664407","R-HSA-9664407","Parasite infection","23/1871","59/11287",0.389830508474576,2.35169265053583,4.64009046787841,3.155846285177e-05,0.000413562683829655,0.000413562683829655,"10092/998/147179/1398/10451/10163/60/4644/695/10552/25/7525/5594/4627/10152/63916/71/5595/23191/26999/2885/7410/8976",23
"R-HSA-9664417","R-HSA-9664417","Leishmania phagocytosis","23/1871","59/11287",0.389830508474576,2.35169265053583,4.64009046787841,3.155846285177e-05,0.000413562683829655,0.000413562683829655,"10092/998/147179/1398/10451/10163/60/4644/695/10552/25/7525/5594/4627/10152/63916/71/5595/23191/26999/2885/7410/8976",23
"R-HSA-9664422","R-HSA-9664422","FCGR3A-mediated phagocytosis","23/1871","59/11287",0.389830508474576,2.35169265053583,4.64009046787841,3.155846285177e-05,0.000413562683829655,0.000413562683829655,"10092/998/147179/1398/10451/10163/60/4644/695/10552/25/7525/5594/4627/10152/63916/71/5595/23191/26999/2885/7410/8976",23
"R-HSA-983169","R-HSA-983169","Class I MHC mediated antigen processing & presentation","92/1871","373/11287",0.246648793565684,1.48793422393152,4.27166723690546,3.16648922653796e-05,0.000413562683829655,0.000413562683829655,"90933/54620/57531/10952/10533/26267/5693/197131/7317/5704/991/3105/5714/51130/948/64682/9341/25831/4012/57542/3146/55175/80028/11065/5696/7332/811/57520/27338/51132/5717/57674/122769/695/7328/29116/23295/10193/9903/8945/131405/118424/4591/10075/9520/10484/2923/64718/26118/8065/51128/7319/5688/7064/9320/223082/8651/22872/3551/5707/91694/84231/23327/5705/7311/27252/140456/899/114609/65264/9870/8673/140459/11047/7323/5684/22863/9021/8925/7097/8924/84861/9861/142678/54778/26046/3107/27246/29927/3135/26249/5071",92
"R-HSA-450294","R-HSA-450294","MAP kinase activation","24/1871","63/11287",0.380952380952381,2.29813443282177,4.60563807914673,3.34427921823623e-05,0.00043182703381778,0.00043182703381778,"6416/4205/9252/5608/9261/5606/79155/8945/6197/5599/6195/3654/1432/3551/5594/7311/1848/5595/1385/1386/5519/23118/2002/5515",24
"R-HSA-9692914","R-HSA-9692914","SARS-CoV-1-host interactions","32/1871","95/11287",0.336842105263158,2.03203465638977,4.50273019961765,3.35642822108947e-05,0.00043182703381778,0.00043182703381778,"4088/6210/6201/7529/861/5479/114548/6204/7531/5478/4869/7534/1915/6218/64398/6667/6187/4089/6222/10971/2033/598/6188/3178/7311/6192/57506/6203/6227/5170/3838/857",32
"R-HSA-6802952","R-HSA-6802952","Signaling by BRAF and RAF1 fusions","25/1871","67/11287",0.373134328358209,2.25097122617804,4.57785450029446,3.48134120137901e-05,0.00044027964638197,0.00044027964638197,"10533/5894/7529/3845/7094/11044/5908/4893/5906/8087/60/10018/5594/673/23164/71/5595/57670/409/8844/808/9444/801/57085/55750",25
"R-HSA-69615","R-HSA-69615","G1/S DNA Damage Checkpoints","25/1871","67/11287",0.373134328358209,2.25097122617804,4.57785450029446,3.48134120137901e-05,0.00044027964638197,0.00044027964638197,"5693/5704/472/1026/5714/5717/8945/7157/1111/4193/5688/1432/5707/1454/890/5705/7311/1027/993/11200/1029/11047/5684/9861/4194",25
"R-HSA-9705683","R-HSA-9705683","SARS-CoV-2-host interactions","56/1871","201/11287",0.278606965174129,1.68072518221293,4.34066330784073,3.49874196950869e-05,0.00044027964638197,0.00044027964638197,"81929/6210/81631/207/6201/7529/3320/3105/114548/6204/208/23225/50628/7531/9818/7534/10484/6218/64398/3456/6187/3654/51128/23367/27072/9883/5781/6222/10971/3551/79023/53371/8086/6772/348995/6628/3326/6188/10146/7311/9908/5903/6634/6192/57506/6203/8021/6227/22863/23118/7097/5170/3107/3838/857/3135",56
"R-HSA-6806834","R-HSA-6806834","Signaling by MET","28/1871","79/11287",0.354430379746835,2.13813773180253,4.52499389618102,3.62103421099442e-05,0.000452366882590897,0.000452366882590897,"2889/867/9146/3845/1398/5908/2060/4893/1289/5906/1277/85440/5770/9101/5771/5781/6774/3912/5295/6455/7311/382/3915/4233/3673/23163/2885/30011",28
"R-HSA-182971","R-HSA-182971","EGFR downregulation","15/1871","31/11287",0.483870967741935,2.91900139652765,4.76911491627382,3.90434241703681e-05,0.000480791880497962,0.000480791880497962,"10253/998/867/9146/2060/1956/5796/29924/255324/1839/6455/7311/2069/2885/30011",15
"R-HSA-450282","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases","15/1871","31/11287",0.483870967741935,2.91900139652765,4.76911491627382,3.90434241703681e-05,0.000480791880497962,0.000480791880497962,"4205/9252/9261/6197/5599/6195/1432/5594/1848/5595/1385/1386/5519/2002/5515",15
"R-HSA-69473","R-HSA-69473","G2/M DNA damage checkpoint","32/1871","96/11287",0.333333333333333,2.01086762871905,4.43372905314051,4.2454530943629e-05,0.000519089442176003,0.000519089442176003,"7465/7529/165918/472/7531/5984/983/5932/641/7534/7157/1111/6118/6117/10971/80010/85236/79184/890/5985/11200/7468/9156/4361/554313/3017/580/8924/8370/672/8349/8343",32
"R-HSA-9013424","R-HSA-9013424","RHOV GTPase cycle","17/1871","38/11287",0.447368421052632,2.69879602801767,4.67573370064893,4.29985696374736e-05,0.000522038972218342,0.000522038972218342,"94134/998/10298/6711/57473/4296/5295/1969/9231/171177/5062/9738/9815/7170/9352/8976/5058",17
"R-HSA-70171","R-HSA-70171","Glycolysis","26/1871","72/11287",0.361111111111111,2.1784399311123,4.47144353704068,4.71708659498721e-05,0.000568689320962095,0.000568689320962095,"81929/283209/2597/2821/230/5315/23225/2023/9818/5211/7167/9883/229/79023/53371/8086/5209/348995/5903/5519/5223/8021/5567/5230/5214/5515",26
"R-HSA-156827","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","34/1871","105/11287",0.323809523809524,1.9534142678985,4.37512277019269,4.86465247900753e-05,0.000582407005125623,0.000582407005125624,"6210/6157/8668/6134/6201/6204/6146/6136/8662/1964/6142/6218/8663/6154/1977/6187/6147/51386/6222/1974/10480/6132/6188/6124/6133/7311/6122/26986/6192/1975/7458/6203/6227/6176",34
"R-HSA-9035034","R-HSA-9035034","RHOF GTPase cycle","18/1871","42/11287",0.428571428571429,2.58540123692449,4.58836332538311,5.19789544276988e-05,0.00061801184436795,0.00061801184436795,"94134/120/87/9341/23344/60/394/392/10409/5296/29843/9497/9743/5295/65124/4001/23380/857",18
"R-HSA-9764725","R-HSA-9764725","Negative Regulation of CDH1 Gene Transcription","31/1871","93/11287",0.333333333333333,2.01086762871905,4.36331738082125,5.56166600678788e-05,0.000656733712034404,0.000656733712034404,"2146/7291/387893/3066/333932/5315/5928/8357/60436/3021/8338/7764/6615/7088/23512/7750/348262/8351/5594/85236/8331/5595/8358/554313/3017/94234/8337/8370/6935/8349/8343",31
"R-HSA-3371556","R-HSA-3371556","Cellular response to heat stress","30/1871","89/11287",0.337078651685393,2.03346164701926,4.36307649867864,5.75940033780503e-05,0.000672790481364569,0.000672790481364569,"81929/9261/472/3320/3308/57805/23225/3305/7531/9818/9532/1915/6118/9883/6117/2033/79023/3304/53371/5594/8086/6767/348995/3326/2288/2475/5903/5595/8021/10808",30
"R-HSA-9764562","R-HSA-9764562","Regulation of CDH1 mRNA translation by microRNAs","8/1871","11/11287",0.727272727272727,4.38734755356883,5.01016766583026,5.77569554767727e-05,0.000672790481364569,0.000672790481364569,"27327/4609/999/23112/192669/27161/26523/4613",8
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","23/1871","61/11287",0.377049180327869,2.27458797346908,4.44934320359498,5.86216177186366e-05,0.000678279657361943,0.000678279657361943,"3398/4205/9252/23237/9261/6197/6195/5978/6446/1432/2033/8851/5594/1848/4209/5595/1385/1386/5519/1108/2002/3400/5515",23
"R-HSA-9824439","R-HSA-9824439","Bacterial Infection Pathways","34/1871","106/11287",0.320754716981132,1.93498583140889,4.31113209868243,6.03813633915628e-05,0.000693983136580362,0.000693983136580362,"6416/867/9146/5608/5868/5606/3320/999/2060/1282/1289/57674/2023/5045/1839/3912/1938/6455/5594/3326/7311/3915/5595/1500/808/4233/1284/801/5230/6843/7097/2885/30011/6421",34
"R-HSA-9648025","R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","37/1871","119/11287",0.310924369747899,1.87568325031776,4.28061838724027,6.17820446144727e-05,0.000701821813941388,0.000701821813941388,"10403/57405/81929/5347/6249/991/79980/5529/701/9735/55143/10381/5527/7514/55166/699/9212/79023/348995/1783/55839/5903/10376/54820/81565/55920/5519/220134/151648/3619/23122/140735/79019/11130/11004/79682/5515",37
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","15/1871","32/11287",0.46875,2.82778260288616,4.61530568213197,6.22846505412021e-05,0.000701821813941388,0.000701821813941388,"8841/25937/2737/25925/4086/1277/9759/25/865/7525/4089/4094/5594/121340/5595",15
"R-HSA-69273","R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","15/1871","32/11287",0.46875,2.82778260288616,4.61530568213197,6.22846505412021e-05,0.000701821813941388,0.000701821813941388,"7465/5347/994/1022/983/90381/7514/9088/79596/79866/890/993/5519/151648/5515",15
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","36/1871","115/11287",0.31304347826087,1.88846699044919,4.26872763252326,6.59663829695878e-05,0.000733716414448835,0.000733716414448835,"6416/4205/4214/9252/5608/9261/5606/51135/79155/948/4791/3146/695/8945/6197/7157/5599/6195/3654/351/1432/8651/3551/5594/7311/1848/5595/114609/1385/1386/5519/23118/2002/7097/5515/653509",36
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","36/1871","115/11287",0.31304347826087,1.88846699044919,4.26872763252326,6.59663829695878e-05,0.000733716414448835,0.000733716414448835,"6416/4205/4214/9252/5608/9261/5606/51135/79155/948/4791/3146/695/8945/6197/7157/5599/6195/3654/351/1432/8651/3551/5594/7311/1848/5595/114609/1385/1386/5519/23118/2002/7097/5515/653509",36
"R-HSA-1227986","R-HSA-1227986","Signaling by ERBB2","20/1871","50/11287",0.4,2.41304115446285,4.46363129991498,6.66370934126107e-05,0.00073642531438039,0.00073642531438039,"207/11140/3845/3320/208/4893/1956/387/10193/9101/7525/5578/8065/1839/5295/2064/7311/2066/2069/2885",20
"R-HSA-168273","R-HSA-168273","Influenza Viral RNA Transcription and Replication","39/1871","129/11287",0.302325581395349,1.82381017488472,4.19471558903154,7.88058416434483e-05,0.000865358413970095,0.000865358413970095,"81929/6210/6157/6134/6201/3320/6204/23225/6146/6136/5432/9818/2926/6142/6218/5441/6154/6187/6147/9883/6222/79023/53371/8086/348995/6132/6188/6124/6133/7311/5903/6122/2962/6192/6203/8021/6227/6176/142",39
"R-HSA-5663213","R-HSA-5663213","RHO GTPases Activate WASPs and WAVEs","16/1871","36/11287",0.444444444444444,2.68115683829206,4.5033698025302,7.94514509721329e-05,0.00086692595870859,0.00086692595870859,"10092/998/147179/10163/60/695/10552/25/5594/10152/71/5595/23191/26999/2885/8976",16
"R-HSA-9013026","R-HSA-9013026","RHOB GTPase cycle","25/1871","70/11287",0.357142857142857,2.15450103077041,4.31895497809527,8.08492956428467e-05,0.00087663009866835,0.00087663009866835,"29127/6093/9341/90627/29941/7037/394/392/11214/6242/5296/2319/388/9743/5295/9181/64283/11113/65124/4983/2909/7410/857/1894/9414",25
"R-HSA-169893","R-HSA-169893","Prolonged ERK activation events","9/1871","14/11287",0.642857142857143,3.87810185538673,4.80312750407063,8.35490986754243e-05,0.000900241538227697,0.000900241538227697,"2889/7529/1398/5906/10818/57498/5594/673/5595",9
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","35/1871","112/11287",0.3125,1.8851884019241,4.19657174480323,8.61558365633166e-05,0.000916868285402209,0.000916868285402209,"6416/4205/4214/9252/5608/9261/5606/51135/79155/948/4791/3146/695/8945/6197/7157/5599/6195/3654/351/1432/8651/3551/5594/7311/1848/5595/114609/1385/1386/5519/23118/2002/7097/5515",35
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","35/1871","112/11287",0.3125,1.8851884019241,4.19657174480323,8.61558365633166e-05,0.000916868285402209,0.000916868285402209,"6416/4205/4214/9252/5608/9261/5606/51135/79155/948/4791/3146/695/8945/6197/7157/5599/6195/3654/351/1432/8651/3551/5594/7311/1848/5595/114609/1385/1386/5519/23118/2002/7097/5515",35
"R-HSA-199418","R-HSA-199418","Negative regulation of the PI3K/AKT network","37/1871","121/11287",0.305785123966942,1.84468022138689,4.16399203662192,9.14100341159906e-05,0.000965320036024981,0.000965320036024981,"207/2255/51135/5529/208/1956/8503/5305/5527/2099/8660/10818/5296/23396/4254/3654/627/4916/5781/255324/1839/5295/2064/5594/5880/3667/2066/5595/5519/4233/5728/79837/940/2069/2885/5515/3815",37
"R-HSA-9843745","R-HSA-9843745","Adipogenesis","34/1871","108/11287",0.314814814814815,1.89915276045688,4.18521307471873,9.18285881137453e-05,0.000965320036024981,0.000965320036024981,"688/9112/8841/80205/4086/57459/3066/948/63976/9219/5928/1024/6720/9314/7480/7471/80306/133522/7040/4089/23097/2033/8202/5465/6256/23090/3192/1019/9412/53615/1108/10499/10974/1051",34
"R-HSA-9022699","R-HSA-9022699","MECP2 regulates neuronal receptors and channels","10/1871","17/11287",0.588235294117647,3.54858993303361,4.68744470627545,9.62234181822756e-05,0.000997567870636469,0.000997567870636469,"3066/4204/5770/114787/6515/7222/1385/4233/25942/5775",10
"R-HSA-9022692","R-HSA-9022692","Regulation of MECP2 expression and activity","15/1871","33/11287",0.454545454545455,2.74209222098052,4.4673332195397,9.67889062947091e-05,0.000997567870636469,0.000997567870636469,"27327/8841/3930/3066/23112/4204/28996/9212/192669/27161/26523/1385/808/25942/801",15
"R-HSA-9645723","R-HSA-9645723","Diseases of programmed cell death","33/1871","104/11287",0.317307692307692,1.91419130041524,4.17492120385009,9.76012141388072e-05,0.000997567870636469,0.000997567870636469,"826/2146/994/333932/5928/8357/7531/3021/8338/1786/1789/7157/708/10018/23512/351/8351/8851/85236/5422/8331/993/1029/5557/8358/554313/3017/8337/8370/1788/4001/8349/8343",33
"R-HSA-9669938","R-HSA-9669938","Signaling by KIT in disease","11/1871","20/11287",0.55,3.31793158738642,4.62471693787666,9.80932564791392e-05,0.000997567870636469,0.000997567870636469,"3845/4893/8503/7525/5296/6774/5295/6772/6777/2885/3815",11
"R-HSA-9670439","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","11/1871","20/11287",0.55,3.31793158738642,4.62471693787666,9.80932564791392e-05,0.000997567870636469,0.000997567870636469,"3845/4893/8503/7525/5296/6774/5295/6772/6777/2885/3815",11
"R-HSA-9013409","R-HSA-9013409","RHOJ GTPase cycle","21/1871","55/11287",0.381818181818182,2.30335746562363,4.31906791429493,9.84522415306461e-05,0.000997567870636469,0.000997567870636469,"998/147179/10298/9341/7037/394/392/5296/9497/9743/5295/5062/4952/23513/6510/9815/4983/2909/857/8976/5058",21
"R-HSA-70326","R-HSA-70326","Glucose metabolism","28/1871","83/11287",0.337349397590361,2.03509494954699,4.21896941953298,9.89466971454966e-05,0.000997567870636469,0.000997567870636469,"81929/2542/283209/2597/2821/230/5315/23225/2023/9818/5211/7167/9883/229/79023/53371/8086/5209/348995/5903/54020/5519/5223/8021/5567/5230/5214/5515",28
"R-HSA-5693532","R-HSA-5693532","DNA Double-Strand Break Repair","48/1871","171/11287",0.280701754385965,1.69336221365814,4.07246769603931,0.00010099829126401,0.00100895033364347,0.00100895033364347,"2547/165918/472/5427/10721/2237/5984/27343/5932/641/5888/25/7157/1111/5599/5426/2072/6118/55775/55732/6117/5424/80010/85236/79184/9031/5893/890/5985/7311/63967/7515/675/11200/7468/9156/4361/554313/5111/3017/580/8924/142/8370/672/8349/3838/8343",48
"R-HSA-69052","R-HSA-69052","Switching of origins to a post-replicative state","27/1871","79/11287",0.341772151898734,2.06177566995244,4.22139455656137,0.000101831414184434,0.00100895033364347,0.00100895033364347,"4175/4173/5693/4171/5704/5000/5714/64682/11065/27338/5717/23594/51053/990/5688/5707/81620/890/4174/5705/7311/4172/4176/11047/5684/84515/9861",27
"R-HSA-4086400","R-HSA-4086400","PCP/CE pathway","27/1871","79/11287",0.341772151898734,2.06177566995244,4.22139455656137,0.000101831414184434,0.00100895033364347,0.00100895033364347,"8324/1173/163/1855/5693/5704/5714/387/5717/7471/5216/7855/5578/4919/5688/1175/5707/8323/5880/4920/5705/7311/23513/409/11047/5684/9861",27
"R-HSA-9909649","R-HSA-9909649","Regulation of PD-L1(CD274) transcription","32/1871","100/11287",0.32,1.93043292357028,4.16583382877323,0.000103413599088797,0.00101877168473763,0.00101877168473763,"25937/2146/4297/6934/4609/333932/4791/5928/8357/3021/8338/2034/3091/23512/6774/5929/51176/8351/2033/85236/6772/8331/8463/8358/554313/3017/8337/4613/8370/8349/3659/8343",32
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","31/1871","96/11287",0.322916666666667,1.94802801532157,4.15811055305901,0.000109190268320378,0.00105755068867602,0.00105755068867602,"6416/4205/4214/9252/5608/9261/7100/5606/51135/79155/4791/3146/8945/6197/7157/5599/6195/3654/351/1432/3551/5594/7311/1848/5595/1385/1386/5519/23118/2002/5515",31
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","31/1871","96/11287",0.322916666666667,1.94802801532157,4.15811055305901,0.000109190268320378,0.00105755068867602,0.00105755068867602,"6416/4205/4214/9252/5608/9261/7100/5606/51135/79155/4791/3146/8945/6197/7157/5599/6195/3654/351/1432/3551/5594/7311/1848/5595/1385/1386/5519/23118/2002/5515",31
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","31/1871","96/11287",0.322916666666667,1.94802801532157,4.15811055305901,0.000109190268320378,0.00105755068867602,0.00105755068867602,"6416/4205/4214/9252/5608/9261/7100/5606/51135/79155/4791/3146/8945/6197/7157/5599/6195/3654/351/1432/3551/5594/7311/1848/5595/1385/1386/5519/23118/2002/5515",31
"R-HSA-5689603","R-HSA-5689603","UCH proteinases","29/1871","88/11287",0.329545454545455,1.98801686021087,4.14753215116186,0.000120243719897067,0.00115810152571254,0.00115810152571254,"5693/5704/221937/5714/85235/3607/60/5717/8338/171023/7040/3054/54891/5688/8607/10445/5707/7345/54617/5705/7311/8331/7528/7048/11047/5684/580/8337/9861",29
